f(x)=x
-8.361, -8.361
-8.347, -8.347
-8.019, -8.019
-7.832, -7.832
-7.705, -7.705
-6.768, -6.768
-5.901, -5.901
-5.787, -5.787
-5.389, -5.389
-5.227, -5.227
-5.146, -5.146
-4.931, -4.931
-3.205, -3.205
-2.948, -2.948
-2.938, -2.938
-2.618, -2.618
-1.816, -1.816
-1.707, -1.707
-1.526, -1.526
-1.241, -1.241
-0.155, -0.155
0.112, 0.112
0.212, 0.212
0.242, 0.242
0.398, 0.398
0.814, 0.814
1.283, 1.283
1.389, 1.389
2.725, 2.725
2.967, 2.967
3.030, 3.030
3.084, 3.084
3.201, 3.201
3.279, 3.279
3.814, 3.814
4.301, 4.301
4.613, 4.613
5.271, 5.271
6.061, 6.061
6.302, 6.302
6.474, 6.474
6.520, 6.520
6.685, 6.685
6.743, 6.743
7.148, 7.148
7.476, 7.476
7.680, 7.680
8.563, 8.563
8.637, 8.637
8.883, 8.883
9.997, 9.997
