f(x)=cos((exp(sin(-1)) ^ tan((x * 4))))
-9.677, -0.774
-9.657, -0.999
-9.638, -0.864
-9.499, 0.272
-8.000, -0.170
-7.873, 0.482
-6.927, 0.833
-6.914, 0.853
-6.190, 0.752
-5.957, 0.999
-5.641, -0.151
-5.636, -0.111
-5.342, 0.855
-5.257, 0.956
-5.205, 0.991
-5.029, -0.429
-4.907, -0.664
-4.241, 0.841
-4.157, -0.992
-3.371, -0.990
-3.092, 0.665
-2.699, -0.971
-2.307, 0.663
-1.806, -1.000
-1.572, 0.537
-1.447, 0.805
-0.935, -0.199
-0.380, -0.993
-0.257, -0.638
-0.019, 0.484
0.038, 0.638
0.198, 0.911
0.554, -0.996
0.616, -0.387
1.018, 0.948
1.389, -0.512
1.538, 0.437
2.025, -0.535
2.199, -0.267
2.224, -0.067
2.442, 0.739
2.915, -0.979
2.923, -0.918
2.993, -0.196
3.372, 0.946
3.880, 0.388
4.464, -0.878
4.661, 0.372
4.773, 0.688
5.901, 0.348
6.555, 0.980
6.569, 0.988
6.717, 0.372
6.905, -0.333
7.426, 1.000
8.785, 0.839
9.180, -0.938
9.419, 0.522
9.658, 0.949
