f(x)=((sin(2) + cos((x ^ 2))) - (x / (sin(x) - (6.82 / -3))))
-8.771, 6.223
-8.610, 6.775
-8.244, 7.435
-7.362, 5.496
-6.772, 4.362
-6.624, 5.321
-5.542, 3.553
-5.336, 1.659
-4.377, 3.223
-4.153, 2.210
-3.243, 1.816
-3.040, 1.325
-2.852, 2.070
-2.552, 3.368
-1.839, 1.343
-1.614, 1.316
-1.076, 2.083
-0.869, 2.213
-0.678, 2.217
-0.217, 2.013
0.601, 1.633
0.682, 1.568
0.975, 1.176
1.504, -0.189
1.845, -0.627
2.432, 1.010
2.845, -0.437
3.599, -0.128
4.862, -2.796
5.331, -3.736
6.085, -1.241
6.973, -1.564
7.342, -2.301
8.333, -0.778
8.707, -1.148
9.580, -4.394
