f(x)=(log(exp(x)) - (x / exp(exp(-4))))
-9.832, -0.178
-9.633, -0.175
-9.334, -0.169
-9.070, -0.165
-8.652, -0.157
-8.295, -0.151
-8.246, -0.150
-7.827, -0.142
-7.785, -0.141
-7.571, -0.137
-7.362, -0.134
-6.441, -0.117
-6.316, -0.115
-5.724, -0.104
-5.676, -0.103
-5.645, -0.102
-5.579, -0.101
-5.393, -0.098
-4.912, -0.089
-4.635, -0.084
-4.524, -0.082
-4.495, -0.082
-4.376, -0.079
-4.034, -0.073
-3.727, -0.068
-3.685, -0.067
-3.499, -0.064
-2.916, -0.053
-2.903, -0.053
-2.702, -0.049
-2.296, -0.042
-2.114, -0.038
-1.537, -0.028
-1.377, -0.025
-1.308, -0.024
-0.916, -0.017
-0.628, -0.011
-0.043, -0.001
0.354, 0.006
0.843, 0.015
1.301, 0.024
1.429, 0.026
2.066, 0.037
2.675, 0.049
3.123, 0.057
3.508, 0.064
4.188, 0.076
4.496, 0.082
4.730, 0.086
4.938, 0.090
5.075, 0.092
5.130, 0.093
5.490, 0.100
5.493, 0.100
5.577, 0.101
5.962, 0.108
6.023, 0.109
6.070, 0.110
6.216, 0.113
6.602, 0.120
7.225, 0.131
7.292, 0.132
8.370, 0.152
8.514, 0.155
8.737, 0.159
8.800, 0.160
9.640, 0.175
