f(x)=cos(tan(x))
-8.881, 0.822
-8.356, -0.247
-8.184, -0.976
-7.833, -0.870
-6.748, 0.877
-6.742, 0.880
-6.252, 1.000
-5.392, 0.327
-5.347, 0.212
-4.818, -1.000
-4.169, -0.086
-4.157, -0.041
-4.076, 0.215
-3.838, 0.670
-3.665, 0.838
-3.269, 0.992
-2.876, 0.963
-2.048, -0.354
-1.117, -0.462
-1.108, -0.420
-0.797, 0.520
-0.277, 0.960
0.120, 0.993
0.181, 0.983
1.071, -0.259
1.554, 0.090
1.943, -0.836
2.286, 0.407
2.779, 0.929
4.773, -0.662
5.635, 0.726
5.750, 0.831
5.907, 0.923
5.946, 0.939
6.093, 0.981
6.237, 0.999
6.257, 1.000
7.052, 0.567
7.931, 0.940
8.000, 0.859
8.836, 0.785
8.964, 0.880
9.090, 0.940
