f(x)=tan(x)
-9.939, -0.565
-9.898, -0.512
-9.708, -0.291
-9.230, 0.197
-8.712, 0.865
-8.367, 1.774
-7.456, -2.381
-7.249, -1.446
-6.805, -0.575
-6.750, -0.504
-6.114, 0.171
-5.338, 1.385
-5.266, 1.617
-5.212, 1.834
-5.134, 2.228
-5.098, 2.467
-4.860, 6.726
-4.324, -2.447
-3.950, -1.047
-3.528, -0.407
-3.431, -0.298
-2.887, 0.260
-1.867, 3.280
-1.177, -2.405
-1.095, -1.941
-0.962, -1.435
-0.815, -1.062
-0.703, -0.848
-0.337, -0.351
-0.031, -0.031
0.016, 0.016
0.120, 0.121
0.133, 0.134
0.175, 0.177
1.062, 1.794
1.078, 1.862
1.101, 1.969
1.754, -5.386
1.763, -5.140
2.149, -1.533
2.765, -0.395
2.845, -0.306
2.955, -0.189
3.043, -0.099
3.080, -0.062
3.222, 0.081
3.902, 0.950
5.514, -0.968
5.657, -0.723
5.974, -0.320
6.628, 0.360
6.848, 0.634
7.278, 1.538
7.441, 2.283
8.285, -2.173
8.962, -0.499
9.432, 0.007
9.627, 0.205
9.711, 0.295
9.719, 0.303
