f(x)=(sin(exp(-4)) / exp(sin(cos(x))))
-9.232, 0.042
-9.156, 0.042
-9.132, 0.041
-7.610, 0.014
-7.219, 0.010
-7.063, 0.010
-6.009, 0.008
-5.142, 0.012
-4.559, 0.021
-4.441, 0.024
-4.112, 0.031
-3.191, 0.042
-2.898, 0.042
-2.794, 0.041
-1.165, 0.012
0.108, 0.008
1.553, 0.018
1.822, 0.023
1.833, 0.024
3.276, 0.042
3.551, 0.041
3.660, 0.039
3.980, 0.034
4.759, 0.017
4.859, 0.016
5.801, 0.008
7.213, 0.010
8.283, 0.027
8.372, 0.029
8.400, 0.030
8.462, 0.031
9.377, 0.042
9.579, 0.042
9.634, 0.042
9.923, 0.040
