f(x)=(x - sin(tan((x / x))))
-9.755, -10.755
-9.442, -10.442
-8.828, -9.828
-8.796, -9.795
-8.600, -9.600
-8.379, -9.379
-7.704, -8.703
-7.348, -8.348
-5.992, -6.992
-5.559, -6.559
-5.226, -6.225
-5.078, -6.078
-4.689, -5.689
-4.051, -5.051
-4.043, -5.042
-3.868, -4.868
-3.697, -4.697
-3.621, -4.621
-3.487, -4.487
-2.957, -3.957
-2.913, -3.913
-2.648, -3.648
-1.362, -2.362
-0.987, -1.987
-0.416, -1.416
0.390, -0.610
0.524, -0.476
0.851, -0.148
1.082, 0.082
1.150, 0.150
1.773, 0.773
1.807, 0.807
1.857, 0.857
1.929, 0.929
2.389, 1.389
2.623, 1.623
3.111, 2.111
3.139, 2.139
3.406, 2.406
3.599, 2.599
3.614, 2.614
4.548, 3.548
4.602, 3.602
5.144, 4.144
7.239, 6.239
7.298, 6.298
7.463, 6.463
7.640, 6.640
7.943, 6.944
8.229, 7.229
8.550, 7.550
9.058, 8.058
9.208, 8.208
9.327, 8.327
