f(x)=tan(exp(x))
-9.702, 0.000
-9.413, 0.000
-9.143, 0.000
-8.674, 0.000
-8.142, 0.000
-7.968, 0.000
-7.950, 0.000
-7.640, 0.000
-6.703, 0.001
-6.375, 0.002
-5.306, 0.005
-5.298, 0.005
-4.800, 0.008
-4.651, 0.010
-4.512, 0.011
-4.400, 0.012
-3.688, 0.025
-3.607, 0.027
-2.744, 0.064
-2.694, 0.068
-2.417, 0.089
-2.085, 0.125
-2.062, 0.128
-2.053, 0.129
-1.899, 0.151
-1.738, 0.178
-1.384, 0.256
-1.044, 0.367
-0.998, 0.386
-0.924, 0.419
-0.582, 0.625
-0.534, 0.665
-0.378, 0.817
0.287, 4.110
0.787, -1.386
1.264, 0.420
3.595, -3.236
3.652, 1.174
3.775, -0.425
3.986, 0.445
4.408, 0.473
4.489, 1.830
4.565, -3.467
4.928, -0.120
5.058, 0.138
5.104, 4.856
5.455, 4.353
6.472, -0.164
6.656, -4.652
6.852, -0.134
6.921, -27.788
7.526, -1.272
8.003, 1.414
8.434, -0.026
8.759, -1.324
8.925, 0.123
9.446, -4.107
9.770, -8.340
