f(x)=exp(tan(x))
-9.596, 0.842
-9.192, 1.267
-8.398, 5.226
-8.353, 6.254
-8.320, 7.295
-7.856, 428637615403779933812567891985876662236914213980190119943223112587188925172719469462598862030804755205028858124657256563749948284827520770603066947550464679022678039399661755934281327030829056.000
-5.768, 1.760
-5.415, 3.255
-5.273, 4.913
-4.934, 84.807
-4.432, 0.031
-3.744, 0.503
-3.297, 0.855
-2.765, 1.484
-1.496, 0.000
-1.091, 0.146
-1.025, 0.193
-0.780, 0.372
-0.164, 0.848
0.231, 1.265
0.276, 1.327
0.422, 1.567
0.598, 1.976
0.626, 2.061
0.633, 2.083
1.172, 10.735
1.372, 142.157
1.427, 980.052
1.686, 0.000
1.722, 0.001
1.887, 0.047
2.343, 0.358
2.497, 0.472
2.704, 0.626
2.891, 0.774
3.059, 0.921
3.446, 1.369
4.121, 4.433
5.195, 0.149
5.714, 0.527
5.730, 0.539
6.365, 1.085
6.540, 1.300
7.156, 3.293
7.616, 61.432
7.650, 126.406
8.244, 0.088
9.203, 0.798
9.431, 1.006
9.869, 1.609
