f(x)=tan(x)
-9.085, 0.354
-8.846, 0.654
-8.579, 1.128
-8.500, 1.327
-8.214, 2.654
-6.691, -0.432
-6.410, -0.127
-6.130, 0.154
-5.072, 2.656
-4.060, -1.310
-3.701, -0.626
-3.306, -0.166
-3.243, -0.101
-2.959, 0.184
-2.445, 0.837
-0.652, -0.763
0.399, 0.421
0.849, 1.136
1.157, 2.277
1.222, 2.747
1.238, 2.895
1.568, 426.145
2.381, -0.952
2.513, -0.726
2.603, -0.597
2.922, -0.223
3.751, 0.698
3.947, 1.041
3.991, 1.136
4.038, 1.251
4.057, 1.300
4.570, 6.953
5.820, -0.499
7.061, 0.985
7.884, -33.060
9.399, -0.026
9.426, 0.001
