f(x)=x
-9.785, -9.785
-9.560, -9.560
-8.854, -8.854
-8.592, -8.592
-8.220, -8.220
-7.916, -7.916
-7.814, -7.814
-6.934, -6.934
-6.919, -6.919
-6.666, -6.666
-6.310, -6.310
-5.904, -5.904
-5.191, -5.191
-4.762, -4.762
-4.288, -4.288
-4.199, -4.199
-4.106, -4.106
-3.885, -3.885
-3.720, -3.720
-3.519, -3.519
-2.751, -2.751
-2.557, -2.557
-2.522, -2.522
-2.054, -2.054
-1.153, -1.153
-1.087, -1.087
-1.050, -1.050
-0.709, -0.709
-0.466, -0.466
0.654, 0.654
0.797, 0.797
0.987, 0.987
1.226, 1.226
1.590, 1.590
2.387, 2.387
2.632, 2.632
3.053, 3.053
3.097, 3.097
3.511, 3.511
4.927, 4.927
5.940, 5.940
6.205, 6.205
6.625, 6.625
6.780, 6.780
7.629, 7.629
7.897, 7.897
8.776, 8.776
9.208, 9.208
9.538, 9.538
9.609, 9.609
