f(x)=tan((-1 / sin((x + x))))
-9.699, -2.778
-9.431, 9.932
-8.609, -1.564
-8.299, -3.415
-8.057, 0.694
-8.049, 0.557
-7.837, 1.522
-7.714, 0.524
-7.466, 6.897
-7.317, 2.163
-6.914, 1.741
-6.818, 2.180
-6.711, 3.967
-6.544, -2.139
-6.255, 5.984
-6.189, 1.373
-5.464, -1.565
-5.335, -1.764
-4.629, -0.274
-4.503, -0.820
-4.356, 23.962
-3.759, 1.781
-3.536, 6.188
-3.211, 1.462
-3.109, 0.164
-1.964, -6.270
-1.913, 102.954
-1.661, 0.876
-1.645, -0.482
-1.287, -3.341
-0.881, 1.623
-0.695, 1.616
0.114, -3.499
0.229, 1.201
0.504, -2.445
0.570, -1.968
1.518, -0.038
1.900, -15.581
2.184, 1.794
2.221, 1.695
2.483, 1.677
4.220, -2.573
4.236, -2.792
4.475, 1.402
5.155, 3.490
5.959, -11.858
6.348, -14.512
6.891, -1.813
6.929, -1.704
7.368, -2.655
7.624, 1.243
8.511, 1.679
8.792, 1.738
8.935, 2.606
9.504, -0.035
9.608, 0.362
