f(x)=(sin(exp(sin(-3))) * x)
-9.874, -7.537
-9.667, -7.379
-9.656, -7.370
-9.174, -7.003
-8.235, -6.286
-7.787, -5.944
-6.975, -5.324
-6.955, -5.309
-6.817, -5.203
-6.495, -4.958
-6.232, -4.757
-5.132, -3.917
-3.865, -2.950
-3.015, -2.301
-2.890, -2.206
-2.718, -2.075
-2.534, -1.935
-2.506, -1.912
-2.484, -1.896
-2.130, -1.626
-2.101, -1.603
-1.542, -1.177
-1.435, -1.095
-0.582, -0.445
-0.115, -0.088
0.486, 0.371
0.622, 0.475
0.749, 0.572
0.963, 0.735
1.031, 0.787
1.056, 0.806
1.181, 0.901
1.737, 1.326
1.765, 1.347
1.863, 1.422
1.961, 1.497
2.023, 1.544
2.261, 1.726
2.459, 1.877
2.757, 2.104
3.364, 2.568
3.508, 2.678
3.738, 2.853
3.784, 2.888
4.193, 3.200
4.925, 3.760
5.165, 3.942
5.645, 4.308
6.040, 4.610
6.298, 4.807
6.317, 4.822
6.588, 5.028
6.651, 5.076
6.992, 5.337
7.194, 5.491
7.219, 5.510
7.360, 5.618
7.562, 5.772
7.629, 5.823
7.694, 5.872
7.706, 5.882
7.775, 5.935
8.065, 6.156
8.078, 6.166
8.378, 6.395
9.098, 6.944
9.588, 7.318
