f(x)=exp(3)
-9.438, 20.086
-8.354, 20.086
-8.152, 20.086
-8.032, 20.086
-8.010, 20.086
-7.986, 20.086
-7.871, 20.086
-7.539, 20.086
-7.390, 20.086
-6.697, 20.086
-6.057, 20.086
-5.467, 20.086
-5.378, 20.086
-4.973, 20.086
-4.614, 20.086
-4.609, 20.086
-4.428, 20.086
-4.395, 20.086
-3.939, 20.086
-3.893, 20.086
-2.820, 20.086
-2.118, 20.086
-2.081, 20.086
-0.960, 20.086
-0.082, 20.086
0.010, 20.086
0.131, 20.086
0.463, 20.086
1.714, 20.086
1.717, 20.086
1.865, 20.086
2.034, 20.086
2.880, 20.086
3.431, 20.086
3.614, 20.086
3.709, 20.086
4.135, 20.086
4.303, 20.086
4.388, 20.086
4.527, 20.086
4.652, 20.086
4.888, 20.086
6.131, 20.086
6.395, 20.086
6.510, 20.086
6.539, 20.086
6.725, 20.086
7.048, 20.086
7.748, 20.086
8.161, 20.086
8.273, 20.086
8.293, 20.086
9.996, 20.086
