f(x)=(sin(((1 ^ 1) ^ x)) ^ (cos(cos(0)) + x))
-9.298, 4.534
-8.676, 4.072
-7.509, 3.329
-6.257, 2.682
-5.004, 2.161
-4.075, 1.841
-3.943, 1.799
-3.666, 1.715
-3.607, 1.698
-1.595, 1.200
-1.444, 1.169
-1.426, 1.165
-0.912, 1.066
-0.546, 1.001
-0.425, 0.980
-0.084, 0.924
0.236, 0.875
0.556, 0.828
0.799, 0.794
1.070, 0.757
1.630, 0.688
2.867, 0.555
3.260, 0.519
3.794, 0.473
4.113, 0.448
4.130, 0.447
4.996, 0.385
5.014, 0.383
5.122, 0.376
5.410, 0.358
5.564, 0.349
5.672, 0.342
6.029, 0.322
6.508, 0.296
6.908, 0.277
7.345, 0.256
7.450, 0.252
7.639, 0.244
7.727, 0.240
9.325, 0.182
9.437, 0.179
