f(x)=((((x - x) / (4 ^ 0.07)) - x) * exp((cos(x) * (x + 1))))
-9.916, 25781.639
-9.900, 27114.581
-9.636, 44797.516
-9.602, 45665.177
-8.440, 517.077
-8.392, 369.835
-7.878, 9.272
-5.980, 0.052
-5.432, 0.293
-4.504, 9.289
-4.363, 13.813
-3.900, 32.007
-3.582, 37.024
-2.937, 19.576
-2.912, 18.738
-1.896, 2.523
-1.598, 1.624
-1.584, 1.596
-1.480, 1.417
-1.106, 1.055
-0.916, 0.964
0.690, -2.540
0.982, -2.952
1.728, -1.126
2.138, -0.396
2.228, -0.310
3.409, -0.049
3.647, -0.063
4.228, -0.370
4.417, -0.911
5.100, -51.152
5.103, -52.204
5.272, -147.061
6.112, -6752.433
6.203, -8144.723
6.998, -2934.083
7.066, -2155.364
7.175, -1214.639
8.344, -0.103
8.454, -0.041
8.613, -0.012
9.106, -0.001
