f(x)=tan(x)
-9.979, -0.618
-9.881, -0.490
-9.701, -0.284
-9.184, 0.245
-9.133, 0.301
-8.751, 0.798
-8.646, 0.988
-8.603, 1.075
-8.451, 1.471
-8.359, 1.810
-8.002, 6.698
-7.946, 10.789
-7.944, 11.019
-7.847, -153.111
-7.463, -2.426
-7.228, -1.384
-6.970, -0.820
-6.377, -0.094
-6.287, -0.004
-6.162, 0.122
-5.845, 0.468
-4.867, 6.419
-4.621, -10.856
-3.943, -1.033
-3.543, -0.424
-3.290, -0.149
-2.647, 0.539
-2.319, 1.078
-2.161, 1.492
-2.138, 1.569
-2.012, 2.115
-1.811, 4.083
-1.715, 6.884
-1.678, 9.263
-1.615, 22.647
-1.281, -3.358
-0.973, -1.469
-0.393, -0.415
0.413, 0.438
0.724, 0.884
1.271, 3.230
1.887, -3.056
1.907, -2.857
1.949, -2.519
2.000, -2.185
2.281, -1.164
2.467, -0.800
2.699, -0.474
2.939, -0.205
3.094, -0.047
3.541, 0.422
3.610, 0.506
3.804, 0.780
3.949, 1.046
4.090, 1.395
4.152, 1.594
4.167, 1.649
4.262, 2.067
4.492, 4.457
4.584, 7.743
4.713, -1409.174
5.629, -0.767
5.831, -0.486
6.325, 0.042
6.442, 0.160
6.513, 0.234
8.229, -2.538
8.230, -2.530
8.421, -1.571
9.553, 0.129
