f(x)=x
-9.698, -9.698
-9.678, -9.678
-9.219, -9.219
-9.012, -9.012
-8.945, -8.945
-7.790, -7.790
-7.705, -7.705
-7.117, -7.117
-6.710, -6.710
-4.919, -4.919
-4.127, -4.127
-4.088, -4.088
-3.509, -3.509
-3.467, -3.467
-3.276, -3.276
-2.404, -2.404
-1.803, -1.803
-1.434, -1.434
-0.428, -0.428
-0.349, -0.349
0.677, 0.677
1.267, 1.267
1.390, 1.390
2.278, 2.278
2.466, 2.466
2.769, 2.769
2.794, 2.794
3.261, 3.261
3.580, 3.580
3.997, 3.997
4.388, 4.388
4.404, 4.404
4.955, 4.955
5.131, 5.131
5.447, 5.447
6.040, 6.040
6.550, 6.550
6.563, 6.563
6.641, 6.641
7.716, 7.716
9.432, 9.432
