f(x)=tan(cos(exp(x)))
-9.874, 1.557
-9.856, 1.557
-9.095, 1.557
-8.769, 1.557
-8.732, 1.557
-8.631, 1.557
-8.504, 1.557
-8.428, 1.557
-6.603, 1.557
-6.399, 1.557
-6.206, 1.557
-5.990, 1.557
-5.954, 1.557
-5.447, 1.557
-5.355, 1.557
-5.114, 1.557
-4.790, 1.557
-4.504, 1.557
-4.342, 1.557
-4.251, 1.557
-3.622, 1.556
-3.614, 1.556
-3.577, 1.556
-2.653, 1.549
-2.544, 1.547
-2.401, 1.543
-1.666, 1.498
-1.403, 1.459
-1.130, 1.393
-0.352, 0.956
-0.066, 0.674
0.582, -0.221
0.597, -0.249
0.696, -0.448
0.871, -0.897
0.972, -1.207
1.350, -0.940
1.816, 1.525
1.827, 1.549
3.163, 0.089
3.437, 1.385
3.858, -1.444
4.024, 1.074
4.255, 0.221
4.354, -0.908
4.501, -0.572
4.528, -0.114
4.723, 1.110
4.734, 1.085
5.954, -0.505
6.163, -1.240
6.221, 1.230
6.613, -1.555
6.848, 0.694
7.114, -0.404
8.007, -0.633
8.561, -1.337
8.685, 0.251
8.909, 0.362
9.736, -0.037
9.939, 1.229
9.966, -1.318
